"DD","MM","YYYY","ammonium","chlorophyll","depth","idcampain","lat","lon","nitrate","oxygen","phosphate","silicate"
29.0,1.0,2001.0,0.122798,1.18,9.919149,287.0,44.4,12.94,4.16515,268.2114,0.040357,3.619661
29.0,1.0,2001.0,0.199904,0.13,20.829657,287.0,44.4,12.94,1.296522,246.57256,0.085879,1.793808
29.0,1.0,2001.0,0.2099,0.1,38.68196,287.0,44.4,12.94,1.462871,251.16135,0.046491,2.532624
29.0,1.0,2001.0,0.099952,0.7,4.9596715,287.0,44.32,12.73,4.767718,274.99597,0.070382,5.283153
29.0,1.0,2001.0,0.099952,0.17,9.919223,287.0,44.32,12.73,5.191087,243.33087,0.184995,7.628848
29.0,1.0,2001.0,0.099952,0.15,31.739817,287.0,44.32,12.73,2.01475,251.50188,0.139796,4.116003
29.0,1.0,2001.0,0.099952,0.81,10.911168,287.0,44.27,12.62,7.542105,249.28912,0.035191,4.974809
29.0,1.0,2001.0,0.099952,0.62,19.838055,287.0,44.27,12.62,8.048291,229.01729,0.17983,8.149757
29.0,1.0,2001.0,0.706805,0.76,11.407138,287.0,44.25,12.51,10.906923,226.0066,0.081359,8.036887
30.0,1.0,2001.0,0.099952,0.27,1.9838079,287.0,44.73,13.8,2.398852,262.41565,0.029703,2.116039
30.0,1.0,2001.0,0.099952,0.29,3.9675965,287.0,44.73,13.8,2.245354,258.7374,0.029703,2.066903
30.0,1.0,2001.0,0.099952,0.26,9.918847,287.0,44.73,13.8,2.638737,270.6404,0.029703,1.603318
30.0,1.0,2001.0,0.134221,0.28,18.845398,287.0,44.73,13.8,2.422412,261.9056,0.065862,3.078457
21.0,2.0,2001.0,0.099952,0.25,1.9838684,288.0,44.4,12.94,1.135171,263.66156,0.029703,1.896708
21.0,2.0,2001.0,0.099952,0.23,3.9677174,288.0,44.4,12.94,0.945976,263.12585,0.029703,1.740756
21.0,2.0,2001.0,0.099952,0.22,9.423203,288.0,44.4,12.94,0.848166,262.50085,0.029703,1.673105
21.0,2.0,2001.0,0.099952,0.23,18.845972,288.0,44.4,12.94,0.775343,264.06335,0.029703,1.690196
21.0,2.0,2001.0,0.099952,0.22,38.68196,288.0,44.4,12.94,0.8653,267.6794,0.029703,1.807694
21.0,2.0,2001.0,0.72908,0.59,1.9838958,288.0,44.25,12.51,10.947618,220.09,0.029703,6.82523
21.0,2.0,2001.0,0.631091,0.63,10.911189,288.0,44.25,12.51,10.350761,191.74168,0.029703,8.417867
21.0,2.0,2001.0,0.099952,0.99,1.9838922,288.0,44.27,12.62,6.17633,283.66162,0.029703,1.571558
21.0,2.0,2001.0,0.099952,0.97,8.927363,288.0,44.27,12.62,2.402422,230.1793,0.029703,3.578715
21.0,2.0,2001.0,0.099952,0.89,19.342127,288.0,44.27,12.62,2.660869,222.81322,0.029703,3.979278
21.0,2.0,2001.0,0.099952,0.58,1.983883,288.0,44.32,12.73,2.895757,274.9116,0.029703,1.625394
21.0,2.0,2001.0,0.099952,0.42,3.9677467,288.0,44.32,12.73,1.128032,267.4562,0.029703,1.781346
21.0,2.0,2001.0,0.119864,0.46,8.927321,288.0,44.32,12.73,0.931697,265.13477,0.029703,2.072956
21.0,2.0,2001.0,0.099952,0.55,32.235714,288.0,44.32,12.73,0.853877,258.6169,0.029703,2.152
22.0,2.0,2001.0,0.20044,0.19,1.9838079,288.0,44.73,13.8,1.594951,269.3312,0.029703,3.048192
22.0,2.0,2001.0,0.20044,0.21,3.9675965,288.0,44.73,13.8,1.594951,268.84015,0.029703,2.946716
22.0,2.0,2001.0,0.099952,0.23,8.926984,288.0,44.73,13.8,1.521415,268.97406,0.029703,3.705827
22.0,2.0,2001.0,0.178122,0.23,18.845398,288.0,44.73,13.8,1.567821,270.17944,0.029703,2.596001
22.0,2.0,2001.0,0.225185,0.21,41.655922,288.0,44.73,13.8,1.669915,263.84012,0.029703,1.403571
22.0,2.0,2001.0,0.099952,0.14,1.9838226,288.0,44.65,13.6,1.216561,267.6794,0.029703,2.662584
22.0,2.0,2001.0,0.15227,0.16,3.9676259,288.0,44.65,13.6,1.282957,266.16156,0.029703,2.682523
22.0,2.0,2001.0,0.237358,0.14,9.422986,288.0,44.65,13.6,1.397188,268.5723,0.029703,2.717416
22.0,2.0,2001.0,0.095761,0.17,18.845537,288.0,44.65,13.6,1.088051,265.4919,0.029703,2.635168
22.0,2.0,2001.0,0.099952,0.22,45.1272,288.0,44.65,13.6,0.983815,257.18832,0.029703,2.467465
22.0,2.0,2001.0,0.099952,0.19,1.4878825,288.0,44.55,13.33,1.026652,267.18835,0.029703,2.527995
22.0,2.0,2001.0,0.099952,0.2,3.9676626,288.0,44.55,13.33,1.04093,267.3669,0.029703,2.714212
22.0,2.0,2001.0,0.099952,0.2,8.927133,288.0,44.55,13.33,1.095904,266.02765,0.029703,2.560396
22.0,2.0,2001.0,0.099952,0.2,18.84571,288.0,44.55,13.33,1.042358,268.483,0.029703,2.439693
22.0,2.0,2001.0,0.099952,0.22,28.763807,288.0,44.55,13.33,1.073058,277.76874,0.029703,2.881914
22.0,2.0,2001.0,0.099952,0.17,43.640053,288.0,44.55,13.33,0.958113,265.1794,0.029703,2.436845
21.0,3.0,2001.0,0.099952,0.03,1.9838079,289.0,44.73,13.8,1.541405,263.17047,0.057791,3.050328
21.0,3.0,2001.0,0.256306,0.03,3.9675965,289.0,44.73,13.8,1.655636,262.32227,0.0339,2.669705
21.0,3.0,2001.0,0.339123,0.03,8.926984,289.0,44.73,13.8,1.349354,262.7687,0.029703,2.402307
21.0,3.0,2001.0,0.207758,0.05,18.34949,289.0,44.73,13.8,1.431458,261.1169,0.048428,2.71528
21.0,3.0,2001.0,1.616369,0.07,41.655922,289.0,44.73,13.8,1.199426,253.92938,0.029703,2.570722
21.0,3.0,2001.0,0.139219,0.03,1.9838226,289.0,44.65,13.6,1.341501,265.40265,0.049074,2.481708
21.0,3.0,2001.0,0.189195,0.03,3.9676259,289.0,44.65,13.6,1.123748,261.25082,0.029703,2.045183
21.0,3.0,2001.0,0.099952,0.03,9.422986,289.0,44.65,13.6,1.065918,258.97403,0.042617,2.085774
21.0,3.0,2001.0,0.099952,0.03,18.845537,289.0,44.65,13.6,0.717514,250.67044,0.030994,1.523206
21.0,3.0,2001.0,0.149928,0.07,45.1272,289.0,44.65,13.6,0.616134,247.1883,0.029703,1.130121
21.0,3.0,2001.0,0.099952,0.08,1.983841,289.0,44.55,13.33,4.400751,271.83124,0.049397,1.151128
21.0,3.0,2001.0,0.157782,0.03,9.423073,289.0,44.55,13.33,0.610422,271.74194,0.056499,1.568781
21.0,3.0,2001.0,0.099952,0.04,18.84571,289.0,44.55,13.33,0.475487,256.38474,0.056822,1.422798
21.0,3.0,2001.0,0.099952,0.06,28.763807,289.0,44.55,13.33,0.906709,260.35797,0.048105,1.531395
21.0,3.0,2001.0,0.099952,0.06,43.640053,289.0,44.55,13.33,0.611136,241.87578,0.051011,1.534244
21.0,3.0,2001.0,0.099952,0.29,1.9838684,289.0,44.4,12.94,14.952844,287.23306,0.022923,0.623097
21.0,3.0,2001.0,0.099952,0.07,8.927256,289.0,44.4,12.94,0.848166,261.4294,0.051334,1.54991
21.0,3.0,2001.0,0.099952,0.05,18.845972,289.0,44.4,12.94,0.813896,258.25977,0.048428,2.190098
21.0,3.0,2001.0,0.099952,0.06,38.186085,289.0,44.4,12.94,0.730365,252.05438,0.03616,1.968632
21.0,3.0,2001.0,0.140647,0.13,1.983883,289.0,44.32,12.73,11.766512,287.6795,0.029703,0.977373
21.0,3.0,2001.0,0.099952,0.2,31.739817,289.0,44.32,12.73,2.285335,218.61678,0.095888,3.794841
21.0,3.0,2001.0,0.386244,0.13,1.4879209,289.0,44.27,12.62,12.211299,287.94736,0.002906,0.904381
21.0,3.0,2001.0,0.099952,0.08,8.927363,289.0,44.27,12.62,4.838399,248.84009,0.036482,0.802193
21.0,3.0,2001.0,0.12851,0.27,19.342127,289.0,44.27,12.62,4.322217,235.44719,0.044877,1.273611
21.0,3.0,2001.0,0.346977,0.18,1.9838958,289.0,44.25,12.51,9.064234,264.9562,0.055208,2.087554
21.0,3.0,2001.0,0.099952,0.29,9.919287,289.0,44.25,12.51,5.219645,236.51862,0.044877,2.960602
19.0,4.0,2001.0,1.649793,0.38,1.9838958,290.0,44.25,12.51,8.23639,244.64365,0.095047,2.56876
19.0,4.0,2001.0,2.053424,0.24,10.911189,290.0,44.25,12.51,4.692183,213.83997,0.076607,4.124607
19.0,4.0,2001.0,0.14115,0.34,1.4879209,290.0,44.27,12.62,9.46884,295.09024,0.017749,0.336686
19.0,4.0,2001.0,0.960808,0.09,9.423316,290.0,44.27,12.62,3.49824,249.10794,0.036641,1.422412
19.0,4.0,2001.0,0.917265,0.07,19.342127,290.0,44.27,12.62,2.685086,243.30435,0.061116,1.795542
19.0,4.0,2001.0,0.780377,0.11,1.4879031,290.0,44.4,12.94,3.092559,265.62585,0.022802,0.335091
19.0,4.0,2001.0,0.278599,0.08,4.959635,290.0,44.4,12.94,1.746196,265.1794,0.04164,0.709019
19.0,4.0,2001.0,0.573804,0.05,9.919149,290.0,44.4,12.94,0.355059,261.16156,0.031017,0.867905
19.0,4.0,2001.0,0.204281,0.07,18.845972,290.0,44.4,12.94,0.259947,261.60797,0.018998,0.984996
19.0,4.0,2001.0,0.689259,0.08,38.68196,290.0,44.4,12.94,0.15499,247.32222,0.016685,1.347914
19.0,4.0,2001.0,0.735591,0.33,1.983883,290.0,44.32,12.73,8.00946,288.8402,0.014206,0.279895
19.0,4.0,2001.0,0.549758,0.25,31.739817,290.0,44.32,12.73,0.27267,240.17934,0.03204,1.999097
19.0,4.0,2001.0,0.498097,0.05,1.983841,290.0,44.55,13.33,0.099952,259.37582,0.014206,1.123963
19.0,4.0,2001.0,0.416801,0.05,4.959566,290.0,44.55,13.33,0.099952,261.60797,0.016009,1.145495
19.0,4.0,2001.0,0.728205,0.04,9.423073,290.0,44.55,13.33,0.099952,262.94727,0.014206,1.296233
19.0,4.0,2001.0,0.506661,0.05,19.341627,290.0,44.55,13.33,0.099952,255.8044,0.014206,1.134055
19.0,4.0,2001.0,0.411021,0.05,29.2597,290.0,44.55,13.33,0.099952,254.4651,0.014206,1.069789
19.0,4.0,2001.0,0.610515,0.08,42.648335,290.0,44.55,13.33,0.381857,249.55437,0.014206,2.037309
20.0,4.0,2001.0,0.836364,0.07,1.9838226,290.0,44.65,13.6,0.24071,266.5187,0.014206,0.935203
20.0,4.0,2001.0,0.454914,0.06,4.9595203,290.0,44.65,13.6,0.285517,264.28656,0.014206,0.933519
20.0,4.0,2001.0,0.273769,0.04,9.9189205,290.0,44.65,13.6,0.125704,265.62585,0.017465,1.283785
20.0,4.0,2001.0,0.334083,0.06,19.341448,290.0,44.65,13.6,0.106663,258.03653,0.014206,1.241222
20.0,4.0,2001.0,0.299414,0.07,44.63135,290.0,44.65,13.6,0.306614,254.4651,0.014206,2.767617
20.0,4.0,2001.0,0.429013,0.08,1.9838079,290.0,44.73,13.8,0.333872,256.69724,0.014206,0.973055
20.0,4.0,2001.0,0.93824,0.08,4.9594836,290.0,44.73,13.8,0.385405,270.5366,0.014206,0.969691
20.0,4.0,2001.0,0.33535,0.08,9.422916,290.0,44.73,13.8,0.384098,266.96515,0.014206,1.053134
20.0,4.0,2001.0,0.152734,0.08,19.837214,290.0,44.73,13.8,0.572847,274.55444,0.029609,1.322983
20.0,4.0,2001.0,0.209703,0.08,41.16007,290.0,44.73,13.8,0.606456,257.59012,0.014206,1.75602
29.0,5.0,2001.0,0.055688,0.11,1.4879141,291.0,44.32,12.73,2.007611,269.86694,0.047782,1.137598
29.0,5.0,2001.0,0.029986,0.08,8.927321,291.0,44.32,12.73,0.604711,259.15262,0.062957,1.241922
29.0,5.0,2001.0,0.029986,0.09,31.739817,291.0,44.32,12.73,0.320561,226.87573,0.072642,2.277332
29.0,5.0,2001.0,0.094955,0.03,1.4878825,291.0,44.55,13.33,0.413374,237.99184,0.085556,0.583931
29.0,5.0,2001.0,0.029986,0.01,3.471709,291.0,44.55,13.33,0.171347,235.89362,0.075871,0.534796
29.0,5.0,2001.0,0.190623,0.01,9.423073,291.0,44.55,13.33,0.182056,239.64363,0.071674,0.438661
29.0,5.0,2001.0,0.144931,0.01,18.84571,291.0,44.55,13.33,0.190623,249.0633,0.04972,0.474622
29.0,5.0,2001.0,0.029986,0.04,43.640053,291.0,44.55,13.33,0.116373,247.23294,0.060697,1.814103
29.0,5.0,2001.0,0.029986,0.05,1.4879031,291.0,44.4,12.94,0.553307,249.82224,0.044231,0.7673
29.0,5.0,2001.0,0.055688,0.03,3.9677174,291.0,44.4,12.94,0.224892,248.1258,0.069736,0.900465
29.0,5.0,2001.0,0.029986,0.02,9.423203,291.0,44.4,12.94,0.193479,246.69722,0.061988,0.61384
29.0,5.0,2001.0,0.029986,0.06,18.845972,291.0,44.4,12.94,0.28058,242.27756,0.084911,2.039131
29.0,5.0,2001.0,0.029986,0.05,38.186085,291.0,44.4,12.94,0.269157,237.99184,0.074902,1.851845
30.0,5.0,2001.0,0.684672,0.25,1.4879209,291.0,44.27,12.62,2.035454,237.54541,0.090722,5.39175
30.0,5.0,2001.0,1.227984,0.25,8.927363,291.0,44.27,12.62,1.395761,226.92036,0.014206,4.728063
30.0,5.0,2001.0,0.783197,0.22,18.846197,291.0,44.27,12.62,1.688478,217.63463,0.062311,5.215859
30.0,5.0,2001.0,0.907423,0.26,11.407138,291.0,44.25,12.51,2.55235,244.86685,0.084588,4.133094
30.0,5.0,2001.0,0.029986,0.03,1.9838079,291.0,44.73,13.8,0.170633,260.35797,0.065862,0.332912
30.0,5.0,2001.0,0.029986,0.03,3.9675965,291.0,44.73,13.8,0.149214,259.73297,0.063279,0.377775
30.0,5.0,2001.0,0.029986,0.02,8.926984,291.0,44.73,13.8,0.099952,257.99188,0.069414,0.437236
30.0,5.0,2001.0,0.029986,0.02,18.845398,291.0,44.73,13.8,0.113517,250.98294,0.031317,0.448986
30.0,5.0,2001.0,0.029986,0.08,41.655922,291.0,44.73,13.8,0.109947,246.69722,0.020663,1.350519
30.0,5.0,2001.0,0.029986,0.02,1.9838226,291.0,44.65,13.6,0.099952,251.56331,0.039388,0.321874
30.0,5.0,2001.0,0.029986,0.02,3.4716768,291.0,44.65,13.6,0.119229,251.65259,0.059082,0.411956
30.0,5.0,2001.0,0.029986,0.01,8.92705,291.0,44.65,13.6,0.100666,251.92046,0.096856,0.633067
30.0,5.0,2001.0,0.166349,0.03,18.845537,291.0,44.65,13.6,0.099952,250.98294,0.014206,0.528387
30.0,5.0,2001.0,0.029986,0.04,44.63135,291.0,44.65,13.6,0.100666,248.48294,0.048751,1.17534
25.0,6.0,2001.0,0.174202,0.14,4.4637303,292.0,44.27,12.62,0.906709,233.0811,0.061019,3.473679
25.0,6.0,2001.0,0.664682,0.13,9.423316,292.0,44.27,12.62,0.979531,217.00963,0.071996,4.817432
25.0,6.0,2001.0,1.025224,0.11,16.862469,292.0,44.27,12.62,0.91599,217.4114,0.109125,4.887575
25.0,6.0,2001.0,0.476915,0.19,0.49597257,292.0,44.32,12.73,0.353402,277.76874,0.03164,1.007637
25.0,6.0,2001.0,0.133508,0.17,4.9596715,292.0,44.32,12.73,0.204188,259.2419,0.104282,1.288209
25.0,6.0,2001.0,0.029986,0.17,8.43137,292.0,44.32,12.73,0.344835,239.95613,0.057791,1.987502
25.0,6.0,2001.0,0.604711,0.14,29.756224,292.0,44.32,12.73,3.376241,161.0273,0.13011,11.127806
25.0,6.0,2001.0,0.146359,0.17,0.4959689,292.0,44.4,12.94,0.524749,273.52765,0.035837,1.019743
25.0,6.0,2001.0,0.185625,0.2,4.959635,292.0,44.4,12.94,0.524035,261.1169,0.062311,1.003365
25.0,6.0,2001.0,0.036411,0.07,9.423203,292.0,44.4,12.94,0.348405,235.09004,0.061019,2.35424
25.0,6.0,2001.0,0.031414,0.09,19.341894,292.0,44.4,12.94,1.047356,217.54533,0.084911,4.640117
25.0,6.0,2001.0,0.384816,0.11,37.19433,292.0,44.4,12.94,3.079955,170.62555,0.131402,10.058927
26.0,6.0,2001.0,0.029986,0.01,0.99192286,292.0,44.55,13.33,0.099952,224.28644,0.082973,0.621673
26.0,6.0,2001.0,0.029986,0.01,3.9676626,292.0,44.55,13.33,0.099952,228.84001,0.068122,0.513788
26.0,6.0,2001.0,0.152784,0.01,8.927133,292.0,44.55,13.33,0.099952,233.3936,0.061988,0.51094
26.0,6.0,2001.0,0.029986,0.01,18.84571,292.0,44.55,13.33,0.099952,237.2329,0.066185,0.630574
26.0,6.0,2001.0,0.149214,0.08,28.763807,292.0,44.55,13.33,0.099952,242.27756,0.073288,2.173007
26.0,6.0,2001.0,0.084245,0.06,42.648335,292.0,44.55,13.33,0.099952,234.55432,0.075548,2.255256
26.0,6.0,2001.0,0.243455,0.01,1.4878688,292.0,44.65,13.6,0.099952,214.01854,0.067154,0.365313
26.0,6.0,2001.0,0.029986,0.01,5.455466,292.0,44.65,13.6,0.099952,220.9382,0.053917,0.374571
26.0,6.0,2001.0,0.029986,0.01,10.414854,292.0,44.65,13.6,0.099952,225.62572,0.052302,0.431895
26.0,6.0,2001.0,0.029986,0.03,19.837358,292.0,44.65,13.6,0.099952,229.46503,0.070705,0.915063
26.0,6.0,2001.0,0.134935,0.05,42.64794,292.0,44.65,13.6,0.099952,229.01859,0.085556,1.434548
26.0,6.0,2001.0,0.113517,0.02,0.9919064,292.0,44.73,13.8,0.099952,225.31322,0.052948,0.471418
26.0,6.0,2001.0,0.684672,0.02,4.9594836,292.0,44.73,13.8,0.099952,224.77751,0.031317,0.394866
26.0,6.0,2001.0,0.232746,0.01,9.918847,292.0,44.73,13.8,0.099952,224.77751,0.082005,1.137242
26.0,6.0,2001.0,0.151356,0.02,19.837214,292.0,44.73,13.8,0.099952,232.1436,0.057468,0.569689
26.0,6.0,2001.0,0.25345,0.05,40.664215,292.0,44.73,13.8,0.099952,232.32217,0.071351,1.789892
23.0,6.0,1999.0,0.70684,0.08,1.4879704,328.0,43.91,13.45,0.214194,223.23717,0.083952,1.47
23.0,6.0,1999.0,0.34985,0.05,4.959859,328.0,43.91,13.45,0.049979,223.21468,0.048434,1.91
23.0,6.0,1999.0,0.314151,0.05,9.919598,328.0,43.91,13.45,0.135656,220.42386,0.06135,1.77
23.0,6.0,1999.0,1.142368,0.04,19.838715,328.0,43.91,13.45,0.392689,272.19778,0.032289,4.35
23.0,6.0,1999.0,0.456947,0.14,39.675503,328.0,43.91,13.45,0.071398,208.43497,0.038747,6.34
23.0,6.0,1999.0,2.156219,0.32,54.55183,328.0,43.91,13.45,0.057118,229.75626,0.02906,1.02
23.0,6.0,1999.0,0.735399,0.06,1.9839269,328.0,44.08,13.7,0.049979,220.71417,0.096868,1.5
23.0,6.0,1999.0,0.099957,0.05,4.959781,328.0,44.08,13.7,0.049979,232.56955,0.038747,2.96
23.0,6.0,1999.0,0.299871,0.03,9.919442,328.0,44.08,13.7,0.049979,235.7172,0.048434,2.3
23.0,6.0,1999.0,0.192775,0.04,19.838402,328.0,44.08,13.7,0.121377,239.82526,0.035518,1.79
23.0,6.0,1999.0,0.099957,0.06,39.67488,328.0,44.08,13.7,0.107097,248.57701,0.100097,2.2
24.0,6.0,1999.0,0.428388,2.21,1.9839855,328.0,43.76,13.21,1.435099,235.5834,0.02906,0.68
24.0,6.0,1999.0,4.176781,0.93,10.911682,328.0,43.76,13.21,0.257033,167.42229,0.054892,2.49
24.0,6.0,1999.0,1.213766,0.04,1.9838793,328.0,44.34,14.09,0.049979,229.42145,0.096868,0.86
24.0,6.0,1999.0,0.642582,0.05,9.919204,328.0,44.34,14.09,0.092817,230.09122,0.051663,0.94
24.0,6.0,1999.0,0.285592,0.03,19.837927,328.0,44.34,14.09,0.049979,268.9607,0.077494,0.91
24.0,6.0,1999.0,0.164215,0.09,39.673927,328.0,44.34,14.09,0.085678,260.63312,0.02906,1.35
24.0,6.0,1999.0,0.71398,0.18,58.516346,328.0,44.34,14.09,0.049979,252.14926,0.02906,1.98
24.0,6.0,1999.0,0.099957,0.08,1.9838958,328.0,44.25,13.95,0.092817,231.20752,0.02906,0.38
24.0,6.0,1999.0,0.099957,0.05,4.9597034,328.0,44.25,13.95,0.135656,234.69037,0.064579,0.46
24.0,6.0,1999.0,0.099957,0.03,19.83809,328.0,44.25,13.95,0.299871,270.70212,0.032289,0.1
24.0,6.0,1999.0,0.099957,0.06,39.67426,328.0,44.25,13.95,0.049979,264.80807,0.048434,1.12
24.0,6.0,1999.0,0.099957,0.27,62.979294,328.0,44.25,13.95,0.049979,255.54282,0.02906,1.87
25.0,6.0,1999.0,1.285164,0.42,2.4799674,328.0,43.81,13.3,0.70684,222.18784,0.09041,0.63
25.0,6.0,1999.0,0.71398,0.31,9.919689,328.0,43.81,13.3,0.542625,220.93759,0.051663,0.74
25.0,6.0,1999.0,1.570755,0.53,18.846998,328.0,43.81,13.3,0.314151,222.3218,0.035518,1.62
14.0,7.0,1999.0,0.1,0.04,1.4879113,329.0,44.34,14.09,0.085714,216.91891,0.051663,2.032143
14.0,7.0,1999.0,0.278571,0.04,5.4556217,329.0,44.34,14.09,0.342857,218.92825,0.06135,2.128571
14.0,7.0,1999.0,0.292857,0.03,20.33385,329.0,44.34,14.09,0.971429,253.62279,0.038747,4.785714
14.0,7.0,1999.0,0.2,0.12,59.012177,329.0,44.34,14.09,0.9,247.90733,0.106555,4.003571
14.0,7.0,1999.0,3.178571,0.03,1.9838958,329.0,44.25,13.96,0.05,217.4101,0.116242,3.021429
14.0,7.0,1999.0,0.785714,0.03,9.919287,329.0,44.25,13.96,0.071429,234.24385,0.041976,0.828571
14.0,7.0,1999.0,0.485714,0.02,19.83809,329.0,44.25,13.96,0.05,255.49817,0.051663,2.446429
14.0,7.0,1999.0,0.1,0.08,39.67426,329.0,44.25,13.96,0.05,246.29987,0.087181,2.310714
14.0,7.0,1999.0,0.1,0.11,63.475117,329.0,44.25,13.96,0.035714,244.55844,0.038747,2.075
14.0,7.0,1999.0,0.321429,0.04,4.959781,329.0,44.08,13.7,0.05,230.6717,0.09041,3.085714
14.0,7.0,1999.0,0.1,0.04,9.919442,329.0,44.08,13.7,0.05,247.14825,0.035518,3.839286
14.0,7.0,1999.0,0.1,0.04,19.342466,329.0,44.08,13.7,0.035714,260.58847,0.051663,2.378571
14.0,7.0,1999.0,1.992857,0.21,67.93854,329.0,44.08,13.7,0.142857,208.39041,0.077494,3.839286
14.0,7.0,1999.0,0.1,0.17,1.983958,329.0,43.91,13.45,0.307143,209.19414,0.24217,3.039286
14.0,7.0,1999.0,1.671429,0.25,10.415565,329.0,43.91,13.45,0.064286,222.99158,0.171133,3.096429
14.0,7.0,1999.0,0.464286,0.15,19.34277,329.0,43.91,13.45,0.3,260.008,0.080723,4.6
14.0,7.0,1999.0,0.207143,0.3,39.675503,329.0,43.91,13.45,0.1,212.63234,0.316435,6.575
14.0,7.0,1999.0,0.335714,0.31,55.047688,329.0,43.91,13.45,0.378571,217.94592,0.177591,2.424286
14.0,7.0,1999.0,0.621429,0.26,1.4879841,329.0,43.81,13.3,0.185714,206.02386,0.326122,2.582143
14.0,7.0,1999.0,1.035714,0.6,9.919689,329.0,43.81,13.3,0.35,196.64696,0.083952,4.482143
14.0,7.0,1999.0,0.928571,0.51,16.36723,329.0,43.81,13.3,0.128571,197.27208,0.116242,6.496429
14.0,7.0,1999.0,0.307143,0.31,1.9839855,329.0,43.76,13.21,0.592857,207.93285,0.035518,2.4
14.0,7.0,1999.0,1.142857,0.57,9.919735,329.0,43.76,13.21,0.2,197.00417,0.041976,5.496429
9.0,8.0,1999.0,0.957143,0.06,0.9919805,330.0,43.92,13.44,0.107143,217.81197,0.129157,1.24
9.0,8.0,1999.0,1.857143,0.08,4.9598546,330.0,43.92,13.44,0.05,219.01755,0.116242,1.61
9.0,8.0,1999.0,0.892857,0.07,9.919588,330.0,43.92,13.44,0.05,234.77968,0.193736,2.71
9.0,8.0,1999.0,0.714286,0.06,19.838696,330.0,43.92,13.44,0.05,244.37984,0.096868,2.13
9.0,8.0,1999.0,1.071429,0.24,38.683674,330.0,43.92,13.44,0.092857,235.22621,0.145302,2.92
9.0,8.0,1999.0,2.0,0.2,54.55178,330.0,43.92,13.44,0.078571,230.31448,0.129157,3.32
9.0,8.0,1999.0,0.928571,0.06,0.9919659,330.0,44.08,13.7,0.05,217.81197,0.113013,0.78
9.0,8.0,1999.0,1.842857,0.07,4.4638085,330.0,44.08,13.7,0.142857,241.1649,0.11947,1.08
9.0,8.0,1999.0,0.914286,0.05,9.919442,330.0,44.08,13.7,0.05,269.5635,0.158218,0.95
9.0,8.0,1999.0,0.75,0.05,16.862764,330.0,44.08,13.7,0.214286,268.49188,0.161447,1.41
9.0,8.0,1999.0,0.657143,0.07,36.69953,330.0,44.08,13.7,0.107143,242.01329,0.077494,1.44
9.0,8.0,1999.0,0.678571,0.27,66.45107,330.0,44.08,13.7,0.5,220.2232,0.096868,3.46
10.0,8.0,1999.0,0.614286,0.06,0.99195033,330.0,44.25,13.95,0.078571,203.3001,0.096868,0.58
10.0,8.0,1999.0,0.714286,0.06,3.9677725,330.0,44.25,13.95,0.05,219.01755,0.167904,1.28
10.0,8.0,1999.0,0.785714,0.07,6.943551,330.0,44.25,13.95,0.05,255.23026,0.11947,0.99
10.0,8.0,1999.0,0.378571,0.05,18.846233,330.0,44.25,13.95,0.05,240.9863,0.129157,1.07
10.0,8.0,1999.0,0.364286,0.16,38.682495,330.0,44.25,13.95,0.05,228.97493,0.116242,2.1
10.0,8.0,1999.0,1.078571,0.24,61.491817,330.0,44.25,13.95,0.05,210.4444,0.096868,2.62
10.0,8.0,1999.0,1.214286,0.06,1.4879113,330.0,44.34,14.09,0.05,211.51605,0.109784,0.87
10.0,8.0,1999.0,1.307143,0.06,3.4717762,330.0,44.34,14.09,0.05,218.34778,0.171133,1.73
10.0,8.0,1999.0,1.15,0.07,9.423255,330.0,44.34,14.09,0.05,241.47746,0.167904,1.25
10.0,8.0,1999.0,1.1,0.06,19.342003,330.0,44.34,14.09,0.05,259.74008,0.129157,1.23
10.0,8.0,1999.0,0.885714,0.16,38.186295,330.0,44.34,14.09,0.05,244.33519,0.167904,2.18
10.0,8.0,1999.0,1.635714,0.18,58.020515,330.0,44.34,14.09,0.05,238.53044,0.135615,1.9
11.0,8.0,1999.0,2.878571,0.53,0.99199516,330.0,43.76,13.22,0.542857,179.9025,0.15176,7.41
11.0,8.0,1999.0,5.185714,0.91,10.415709,330.0,43.76,13.22,0.614286,142.86375,0.122699,10.8
11.0,8.0,1999.0,0.971429,0.26,0.99199057,330.0,43.81,13.3,0.178571,211.06952,0.06135,1.64
11.0,8.0,1999.0,0.714286,0.66,7.9357896,330.0,43.81,13.3,0.092857,224.33113,0.106555,2.27
11.0,8.0,1999.0,0.942857,0.65,17.35914,330.0,43.81,13.3,0.128571,204.99687,0.087181,2.41
7.0,9.0,1999.0,0.214183,0.04,1.4879113,331.0,44.34,14.09,0.049976,226.20651,0.096856,0.79
7.0,9.0,1999.0,0.356972,0.05,6.9434934,331.0,44.34,14.09,0.049976,227.01025,0.129142,0.7
7.0,9.0,1999.0,0.356972,0.05,12.39893,331.0,44.34,14.09,0.049976,241.87933,0.096856,0.83
7.0,9.0,1999.0,0.099952,0.14,42.649162,331.0,44.34,14.09,0.142789,235.36015,0.029703,0.76
7.0,9.0,1999.0,0.099952,0.17,58.020515,331.0,44.34,14.09,0.214183,213.83794,0.029703,0.56
7.0,9.0,1999.0,0.214183,0.06,1.4879236,331.0,44.25,13.95,0.049976,219.28548,0.096856,0.94
